Time	X	dW
189.3	3.11475	-0.09753
189.4	3.13762	-0.3413
189.5	2.97756	-0.1704
189.6	2.80779	0.23692
189.7	2.97705	-0.34757
189.8	2.9209	0.46922
189.9	2.28405	-0.15721
190	2.27015	-0.26568
190.1	1.6174	0.1157
190.2	1.97551	-0.32206
190.3	1.24988	0.24758
190.4	1.73872	0.4776
190.5	0.410802	0.09876
190.6	0.0693364	0.01466
190.7	0.944195	-0.40389
190.8	-0.134745	0.30032
190.9	-0.381704	0.31849
191	-0.574479	0.34918
191.1	-0.187603	-0.43322
191.2	-0.983975	0.39458
191.3	-1.50986	-0.28808
191.4	-1.28809	0.45359
191.5	-2.4414	0.05447
191.6	-2.24274	-0.30225
191.7	-2.09237	-0.4193
191.8	-2.91316	-0.01849
191.9	-2.43408	0.46538
192	-2.75064	-0.40794
192.1	-2.96391	-0.38693
192.2	-2.93289	0.43741
192.3	-2.98468	0.48118
192.4	-3.12297	-0.19637
192.5	-3.14294	0.47387
192.6	-3.02692	-0.26964
192.7	-3.0826	-0.37871
192.8	-2.99432	0.36757
192.9	-2.80508	-0.35615
193	-2.69315	-0.39069
193.1	-2.22023	0.21126
193.2	-2.70475	0.46675
193.3	-2.07014	0.32915
193.4	-1.63344	-0.33487
193.5	-0.824256	-0.05124
193.6	-0.516777	-0.07629
193.7	-0.193419	-0.00231
193.8	-1.05912	-0.46824
193.9	0.44383	-0.0258
194	-0.795009	0.47986
194.1	0.657548	0.24649
194.2	1.3194	0.06275
194.3	0.963907	0.33425
194.4	0.869528	-0.44159
194.5	2.06719	0.13557
194.6	1.83466	0.33572
194.7	1.54119	-0.47548
194.8	2.6651	-0.11906
194.9	2.60015	0.31975
195	2.77022	0.31236
195.1	3.09941	-0.03381
195.2	2.55317	-0.49113
195.3	3.13098	0.31273
195.4	3.15674	0.27557
195.5	3.14743	-0.37458
195.6	3.05849	0.1498
195.7	3.17388	0.40477
195.8	3.08581	-0.33842
195.9	2.96774	0.35592
196	2.78942	-0.27262
196.1	2.30192	-0.03698
196.2	2.13198	-0.11543
196.3	2.41945	-0.32673
196.4	1.75414	-0.17903
196.5	1.24124	-0.01297
196.6	1.11958	-0.14739
196.7	0.621553	0.00752
196.8	1.36032	-0.38074
196.9	1.29687	-0.42254
197	-0.110649	-0.1565
197.1	0.61059	0.48602
197.2	-0.402637	0.33059
197.3	-0.871046	0.28075
197.4	-0.321544	0.48263
197.5	-0.626753	0.48156
197.6	-1.8534	0.21196
197.7	-2.19761	-0.1374
197.8	-1.63003	-0.40903
197.9	-2.68812	-0.02154
198	-2.64382	-0.23591
198.1	-2.97371	-0.03966
198.2	-2.8451	0.29649
198.3	-2.78374	0.41233
198.4	-3.03431	0.31277
198.5	-3.09791	0.35477
198.6	-3.11728	0.35865
198.7	-3.18786	-0.37862
198.8	-3.04836	0.18213
198.9	-2.96871	-0.19979
199	-2.73318	-0.11118
199.1	-2.5782	-0.0913
199.2	-2.34687	0.03478
199.3	-2.20383	0.09752
199.4	-1.86248	-0.0335
199.5	-1.63119	0.02224
199.6	-1.40956	0.10047
199.7	-1.8542	0.35279
199.8	-1.34006	-0.34614
199.9	-0.452138	0.04901
200	-0.483674	0.22526
200.1	0.0256699	0.15381
200.2	-1.08444	0.48313
200.3	0.814885	-0.07884
200.4	-0.181998	0.44015
200.5	1.09455	-0.25
200.6	1.22308	0.2833
200.7	1.69027	-0.23444
200.8	2.06238	0.17054
200.9	1.48606	-0.43971
201	1.60776	-0.46613
201.1	2.61337	0.24138
201.2	1.97133	0.49596
201.3	2.80324	-0.29274
201.4	2.76467	-0.36836
201.5	3.17124	0.0286
201.6	3.11656	0.31347
201.7	3.18579	0.20026
201.8	3.15868	0.31122
201.9	3.09222	0.19943
202	3.1291	-0.34663
202.1	2.9627	-0.21301
202.2	2.84377	0.31137
202.3	2.4453	-0.01931
202.4	2.36635	-0.16095
202.5	2.29981	-0.22104
202.6	2.05743	0.30617
202.7	2.15602	-0.32754
202.8	1.35942	-0.15809
202.9	1.89583	-0.38548
203	0.65724	-0.11008
203.1	1.25505	-0.3676
203.2	1.56225	-0.47911
203.3	-0.286201	0.17569
203.4	0.340183	-0.37375
203.5	-0.206686	-0.33048
203.6	-1.14334	-0.15182
203.7	-1.45908	-0.14649
203.8	-0.852338	-0.39326
203.9	-1.97949	-0.16027
204	-2.33061	0.03488
204.1	-2.1736	-0.28636
204.2	-2.51182	0.23674
204.3	-2.8531	-0.10877
204.4	-2.96018	-0.09488
204.5	-3.07544	0.10492
204.6	-2.93521	-0.34746
204.7	-3.13781	0.24248
204.8	-3.14539	0.22193
204.9	-3.17437	0.18762
205	-3.14504	-0.43827
205.1	-3.17862	-0.38494
205.2	-2.97749	-0.26618
205.3	-2.69186	-0.02332
205.4	-2.95132	0.36435
205.5	-2.93787	-0.44159
205.6	-2.05327	-0.07303
205.7	-1.91883	-0.166
205.8	-2.10173	0.30399
205.9	-2.38706	-0.48606
206	-1.84425	-0.41778
206.1	-0.858678	-0.20379
206.2	-0.529782	-0.19824
206.3	-0.227075	-0.19842
206.4	0.303086	-0.01177
206.5	-0.0140807	-0.32802
206.6	0.130559	0.33326
206.7	0.480593	-0.35678
206.8	1.12036	-0.26136
206.9	0.490373	-0.47438
207	1.4448	-0.33024
207.1	2.27408	-0.01973
207.2	1.31639	0.4666
207.3	2.67221	-0.01794
207.4	2.65882	0.22734
207.5	2.45731	-0.37941
207.6	2.8042	0.3293
207.7	3.1054	-0.13353
207.8	3.11362	-0.17216
207.9	3.16216	-0.23483
208	3.14923	0.35106
208.1	3.14929	-0.16424
208.2	3.03011	-0.123
208.3	3.04329	0.27994
208.4	2.72651	-0.01104
208.5	2.6028	0.12405
208.6	2.35397	0.0807
208.7	2.79013	-0.35808
208.8	1.97249	-0.09376
208.9	2.31208	0.39868
209	1.71777	-0.21643
209.1	2.05981	0.4548
209.2	1.51887	-0.3151
209.3	0.642516	-0.13847
209.4	0.491349	0.2718
209.5	-0.152878	-0.04617
209.6	0.605494	0.44567
209.7	-0.796037	-0.03484
209.8	0.201861	-0.41582
209.9	-1.23377	-0.15034
210	-1.48237	-0.16575
210.1	-1.92678	-0.0569
210.2	-1.33846	0.41088
210.3	-2.32969	0.14518
210.4	-2.39744	-0.20905
210.5	-2.6921	-0.1575
210.6	-2.88068	0.06254
210.7	-2.98857	0.13742
210.8	-2.55856	0.44464
210.9	-3.0967	0.23325
211	-3.15472	-0.05408
211.1	-3.11329	-0.38824
211.2	-3.11691	0.12678
211.3	-3.10997	0.16956
211.4	-3.03784	0.22213
211.5	-2.89987	0.15422
211.6	-2.71143	0.14208
211.7	-2.77399	0.26744
211.8	-2.21911	-0.06556
211.9	-2.47391	-0.33814
212	-2.68617	0.43193
212.1	-2.5927	-0.49344
212.2	-1.42101	0.1824
212.3	-1.82199	-0.41828
212.4	-1.02208	-0.29089
212.5	-1.07381	-0.37594
212.6	0.0563738	-0.07019
212.7	0.0770026	-0.23164
212.8	0.636208	0.08616
212.9	0.995749	0.03952
213	0.456458	0.3467
213.1	1.13038	0.26517
213.2	1.37008	-0.29088
213.3	2.10928	-0.00173
213.4	1.95352	-0.26819
213.5	2.52294	0.07823
213.6	1.93232	-0.41068
213.7	2.17068	-0.41256
213.8	2.77779	0.2792
213.9	2.65558	-0.38387
214	3.08751	-0.14014
214.1	3.18353	0.04177
214.2	2.93191	-0.42717
214.3	3.15032	-0.02487
214.4	3.05286	0.06707
214.5	2.98626	0.05245
214.6	3.13881	-0.38921
214.7	2.84286	-0.16851
214.8	2.59837	0.19697
214.9	2.88272	0.41753
215	2.08513	0.11001
215.1	2.29281	-0.2594
215.2	1.90661	0.2903
215.3	2.02143	0.39463
215.4	0.966948	0.05752
215.5	1.33326	0.35586
215.6	2.11299	-0.49699
215.7	0.458489	0.28101
215.8	0.0240531	-0.18
215.9	0.313472	0.39632
216	-0.897564	0.01298
216.1	-0.851718	0.25674
216.2	-1.04723	0.28547
216.3	-0.329751	-0.44315
216.4	-1.11943	-0.36519
216.5	-1.97804	-0.21963
216.6	-1.76439	0.38252
216.7	-2.00861	0.38601
216.8	-2.3254	-0.33839
216.9	-2.33721	-0.40016
217	-2.31923	-0.45347
217.1	-3.13139	0.02812
217.2	-2.84426	0.40456
217.3	-3.00592	-0.40801
217.4	-3.07486	0.38254
217.5	-3.09204	0.4457
217.6	-2.995	0.00772
217.7	-3.17507	0.39555
217.8	-3.11997	0.402
217.9	-2.87891	-0.30419
218	-3.06864	-0.48099
218.1	-2.76932	-0.3926
218.2	-1.94824	-0.11114
218.3	-2.56098	0.39524
218.4	-2.36583	0.40197
218.5	-1.46187	0.21715
218.6	-0.788473	-0.06448
218.7	-1.25333	-0.36297
218.8	-1.33231	0.39607
218.9	-1.59594	0.48748
219	0.467323	-0.04952
219.1	0.768447	-0.06753
219.2	1.06935	0.04281
219.3	0.887266	-0.28642
219.4	1.52983	0.13999
219.5	1.03411	0.37173
219.6	2.11688	0.09032
219.7	2.35576	0.09954
219.8	1.53978	0.4436
219.9	2.17346	0.37176
220	2.52049	-0.3096
220.1	2.98071	0.15782
220.2	3.0805	0.01063
220.3	3.10745	0.24099
220.4	3.14102	-0.14571
220.5	3.16368	-0.26767
220.6	3.10125	0.00241
220.7	3.07048	-0.05033
220.8	3.14255	-0.35156
220.9	3.14991	-0.49988
221	2.98527	0.36744
221.1	2.80891	0.32932
221.2	2.36946	-0.13576
221.3	2.83165	0.46254
221.4	2.70793	-0.41292
221.5	2.24385	0.40176
221.6	1.69139	0.32275
221.7	1.16025	-0.1638
221.8	1.04265	0.29775
221.9	1.2737	-0.34696
222	-0.0398956	0.07272
222.1	0.917565	-0.39269
222.2	-0.0692449	0.32489
222.3	0.534654	-0.43248
222.4	-0.839895	-0.23255
222.5	-1.23333	-0.20894
222.6	-0.213874	-0.46637
222.7	-1.8255	-0.20222
222.8	-2.00093	0.25106
222.9	-2.13592	-0.27304
223	-2.68185	0.00368
223.1	-2.52762	0.30137
223.2	-2.93053	-0.11248
223.3	-3.03485	-0.1622
223.4	-3.11153	0.05436
223.5	-3.02512	0.33395
223.6	-3.0748	0.334
223.7	-3.15206	-0.00011
223.8	-3.06393	0.04513
223.9	-3.18179	-0.36738
224	-2.97951	0.20746
224.1	-3.1815	-0.47463
224.2	-2.51341	-0.02554
224.3	-2.77162	0.30024
224.4	-2.47281	-0.30271
224.5	-2.18994	0.22184
224.6	-2.25046	0.32395
224.7	-1.81092	-0.30711
224.8	-1.2248	0.16312
224.9	-1.33466	0.28259
225	-0.665014	-0.22102
225.1	-0.858956	0.31233
225.2	0.125044	-0.14765
225.3	0.129544	0.23082
225.4	-0.264335	-0.41801
225.5	1.06041	-0.13941
225.6	1.18488	0.19685
225.7	1.00619	-0.34518
225.8	1.80845	-0.1745
225.9	1.28982	-0.40491
226	2.25887	0.19563
226.1	1.43667	-0.47825
226.2	2.75644	-0.07325
226.3	2.14108	-0.43653
226.4	2.93328	0.21609
226.5	3.11252	-0.08061
226.6	3.14225	0.01293
226.7	2.66066	-0.49624
226.8	3.1482	-0.22924
226.9	3.09536	-0.41732
227	3.00142	0.02214
227.1	3.18822	0.44271
227.2	2.87384	0.22683
227.3	2.88191	-0.24248
227.4	2.66214	-0.21991
227.5	2.82563	-0.34865
227.6	2.03943	0.17907
227.7	2.69664	-0.41022
227.8	1.55255	-0.12455
227.9	1.12108	0.07118
228	0.7973	0.03543
228.1	1.23923	0.36037
228.2	0.397819	0.20729
228.3	-0.131505	-0.00099
228.4	-0.452839	0.01901
228.5	-0.707681	-0.06679
228.6	-0.487696	0.31261
228.7	-0.78985	0.31292
228.8	-0.17755	0.48853
228.9	-1.74306	-0.15174
229	-2.04614	0.13865
229.1	-0.733815	-0.49053
229.2	-2.13009	0.30545
229.3	-2.61597	0.18798
229.4	-2.33386	-0.36096
229.5	-2.93632	-0.17867
229.6	-2.82817	0.31358
229.7	-3.15974	0.00808
229.8	-3.04259	0.31194
229.9	-3.12125	-0.35384
230	-3.04309	-0.44802
230.1	-3.17915	0.31291
230.2	-3.16008	-0.44589
230.3	-2.85791	-0.10559
230.4	-2.95951	0.29219
230.5	-3.09536	0.42072
230.6	-2.88543	0.37469
230.7	-2.14375	-0.15896
230.8	-1.77293	-0.05918
230.9	-2.2029	0.31776
231	-1.89004	-0.34902
231.1	-1.88535	-0.40414
231.2	-0.921673	0.1899
231.3	-0.330432	-0.08213
231.4	-0.579081	0.26747
231.5	0.252036	0.09254
231.6	-0.0655825	-0.32883
231.7	-0.578324	0.43879
231.8	0.885648	0.21958
231.9	1.5334	0.03693
232	1.7995	0.00773
232.1	2.0347	0.07784
232.2	2.23362	0.0999
232.3	2.49036	0.07134
232.4	2.6665	-0.0097
232.5	2.13668	-0.39463
232.6	2.71815	-0.25556
232.7	2.93169	0.2595
232.8	3.01026	-0.22418
232.9	3.16201	-0.13036
233	3.1528	0.03125
233.1	3.16139	-0.05923
233.2	3.10171	0.17529
233.3	3.00422	0.04662
233.4	2.86298	0.08686
233.5	2.73145	0.0286
233.6	2.93969	-0.30821
233.7	3.0109	0.44585
233.8	3.06867	-0.48004
233.9	2.79292	0.46417
234	1.62077	-0.03487
234.1	1.3805	0.12469
234.2	1.01792	0.04909
234.3	0.734712	-0.00779
234.4	0.920335	-0.23376
234.5	0.805897	-0.27766
234.6	0.755774	0.39691
234.7	0.633634	0.42836
234.8	-0.746877	-0.09429
234.9	-1.02476	-0.11385
235	-1.42165	-0.0238
235.1	-1.46386	-0.18105
235.2	-0.782866	-0.39882
235.3	-1.55854	-0.3145
235.4	-1.87187	-0.30363
235.5	-2.50302	0.17186
235.6	-2.66989	0.16261
235.7	-2.79956	0.20115
235.8	-2.04219	0.49906
235.9	-2.80341	-0.35234
236	-3.03353	-0.28605
236.1	-3.18538	0.00493
236.2	-3.15658	-0.17643
236.3	-3.16842	-0.37123
236.4	-3.01693	-0.06436
236.5	-2.95522	-0.10851
236.6	-2.96237	-0.26699
236.7	-2.97868	0.30105
236.8	-2.55813	0.16109
236.9	-3.13087	0.49937
237	-2.60944	0.33784
237.1	-1.71196	-0.00971
237.2	-1.44614	-0.08689
237.3	-1.78527	-0.33082
237.4	-0.840292	-0.05975
237.5	-0.689164	-0.16559
237.6	-0.645882	0.22342
237.7	-0.0384773	-0.15359
237.8	0.366657	0.07333
237.9	-0.557391	-0.43192
238	-0.168584	-0.41887
238.1	0.560981	-0.33899
238.2	0.845901	-0.34088
238.3	1.11487	-0.34665
238.4	2.06584	0.09673
238.5	2.30361	0.10878
238.6	2.32219	0.21871
238.7	2.70578	0.10233
238.8	2.18588	-0.38769
238.9	2.80231	-0.24358
239	3.06344	-0.0329
239.1	2.87435	-0.3427
239.2	2.94065	-0.3549
239.3	3.04534	0.40619
239.4	3.11484	0.07469
239.5	3.11595	0.18029
239.6	2.96507	0.11699
239.7	3.13144	-0.31959
239.8	2.7106	0.14578
239.9	2.53099	-0.0483
240	2.48882	-0.17774
240.1	2.23266	0.20988
240.2	2.3013	-0.26503
240.3	2.50295	0.44082
240.4	1.66396	-0.21884
240.5	2.1066	0.45107
240.6	0.821566	-0.12944
240.7	0.323646	0.01815
240.8	1.19742	-0.36725
240.9	1.29951	0.4959
241	-0.365714	-0.15976
241.1	-0.60274	0.23478
241.2	-0.269922	0.38564
241.3	-1.26068	-0.17519
241.4	-1.24653	-0.26349
241.5	-1.75725	0.22985
241.6	-1.75756	0.30583
241.7	-1.56762	-0.38118
241.8	-2.55539	0.15267
241.9	-2.78975	0.1124
242	-2.81459	-0.20324
242.1	-3.02348	-0.14636
242.2	-3.02887	0.20527
242.3	-2.97052	-0.3527
242.4	-2.87038	-0.43721
242.5	-3.17018	0.10904
242.6	-3.16276	-0.33342
242.7	-3.09577	-0.20786
242.8	-3.01184	-0.24153
242.9	-3.17333	-0.43434
243	-2.64232	0.12799
243.1	-2.37185	-0.02439
243.2	-2.12956	0.00831
243.3	-2.37614	0.26653
243.4	-2.03401	-0.27791
243.5	-1.36128	-0.05116
243.6	-2.41274	0.44408
243.7	-2.21156	-0.48506
243.8	-0.713262	0.17266
243.9	-1.03507	-0.36462
244	-0.567967	-0.33248
244.1	0.2122	-0.20984
244.2	-0.797417	0.43962
244.3	0.888401	-0.18773
244.4	-0.118153	-0.46637
244.5	1.18488	-0.27712
244.6	0.158859	0.48431
244.7	1.75707	0.26664
244.8	1.17157	-0.44885
244.9	2.31164	0.2513
245	2.75627	-0.00717
245.1	2.86749	0.14517
245.2	2.92901	0.19206
245.3	3.04392	0.21098
245.4	2.9214	0.35537
245.5	3.18238	-0.07922
245.6	3.14124	0.01758
245.7	3.18271	0.26309
245.8	3.13885	0.43616
245.9	3.02203	0.2001
246	3.14488	-0.44575
246.1	2.63799	0.01185
246.2	3.13781	-0.46942
246.3	2.81006	-0.32075
246.4	2.75127	-0.36258
246.5	1.80215	-0.07179
246.6	1.56419	-0.10256
246.7	1.1634	0.0357
246.8	2.171	-0.40829
246.9	0.973739	0.2662
247	1.12987	0.37529
247.1	0.549513	0.31315
247.2	-0.115394	-0.16424
247.3	-0.0423023	-0.26567
247.4	0.597931	0.48594
247.5	-0.743541	0.29858
247.6	-1.45614	-0.12132
247.7	0.205447	-0.49835
247.8	-1.00509	-0.38184
247.9	-1.97601	0.26114
248	-2.44858	-0.12008
248.1	-1.80667	0.42381
248.2	-2.75957	-0.15983
248.3	-2.99393	-0.04389
248.4	-3.06145	-0.03485
248.5	-3.11898	0.14332
248.6	-3.14884	-0.1265
248.7	-3.18149	-0.05913
248.8	-3.14526	0.17847
248.9	-3.09674	0.07884
249	-3.16053	-0.36189
249.1	-3.16582	-0.38163
249.2	-2.67848	0.00972
249.3	-3.17462	0.49733
249.4	-2.3666	-0.14068
249.5	-2.54821	-0.31234
249.6	-2.58753	0.35307
249.7	-2.84246	0.46708
249.8	-1.84387	0.26995
249.9	-1.0079	0.04512
250	-0.779538	-0.143
250.1	-0.9011	-0.28276
250.2	-1.27673	-0.42113
250.3	-0.467786	0.28909
250.4	-0.0244416	-0.29469
250.5	0.237132	0.27815
250.6	0.498999	0.29095
250.7	1.44341	-0.08994
250.8	1.34914	-0.24698
250.9	1.08911	0.35942
251	2.22271	0.0636
251.1	1.15824	0.44524
251.2	2.58247	-0.10244
251.3	2.32704	0.33165
251.4	2.87973	-0.11208
251.5	3.03618	-0.08444
251.6	2.75896	-0.34587
251.7	3.17516	0.04247
251.8	3.10393	-0.25681
251.9	3.15566	-0.28941
252	3.15523	0.36549
252.1	3.09111	-0.44768
252.2	2.97581	-0.15548
252.3	2.82553	0.16039
252.4	2.58864	-0.04758
252.5	2.45019	-0.07812
252.6	3.07289	-0.458
252.7	2.24073	0.26142
252.8	2.04012	-0.21591
252.9	2.10492	0.36132
253	1.19493	-0.09843
253.1	1.06814	0.22485
253.2	0.47175	-0.01401
253.3	0.620511	-0.21313
253.4	1.77525	-0.47262
253.5	0.715758	0.41596
253.6	-0.629358	-0.12253
253.7	0.267968	0.44198
253.8	-0.721951	0.31761
253.9	0.0243817	-0.44229
254	-1.91554	-0.01566
254.1	-0.58302	0.49461
254.2	-2.37766	-0.01348
254.3	-2.14337	-0.28067
254.4	-2.34777	0.29523
254.5	-2.2652	0.38268
254.6	-2.31873	-0.40334
254.7	-2.94118	-0.26559
254.8	-2.70614	-0.40715
254.9	-3.07047	0.30387
255	-3.09278	0.31998
255.1	-3.16855	-0.34595
255.2	-3.15788	-0.38095
255.3	-3.15375	0.30204
255.4	-2.98711	-0.26029
255.5	-2.94757	0.26087
255.6	-2.6538	-0.22888
255.7	-2.26486	-0.07007
255.8	-2.01133	0.0339
255.9	-1.83375	-0.12677
256	-1.75048	-0.22154
256.1	-1.25774	-0.11153
256.2	-1.18069	-0.21645
256.3	-2.36079	0.48232
256.4	-1.20743	0.32673
256.5	-1.4287	0.41204
256.6	0.353096	-0.0562
256.7	-0.718007	0.39677
256.8	0.980882	-0.02888
256.9	0.621345	-0.30221
257	1.53421	-0.06415
257.1	0.521499	0.40664
257.2	1.07195	0.37143
257.3	2.32119	0.01797
257.4	2.02906	-0.28871
257.5	2.67625	0.09714
257.6	1.56548	0.47777
257.7	2.04723	0.4485
257.8	3.04301	0.103
257.9	2.90121	-0.30835
258	3.15182	0.07801
258.1	2.7353	0.48451
258.2	3.1276	-0.06249
258.3	3.10002	0.10821
258.4	2.98905	-0.07144
258.5	3.16838	-0.35258
258.6	2.69245	0.06306
258.7	2.90274	-0.26711
258.8	2.52033	-0.17124
258.9	2.26372	-0.13405
259	1.83058	0.04864
259.1	1.5833	0.00802
259.2	1.46552	-0.12653
259.3	1.08276	0.13408
259.4	1.11133	0.26354
259.5	1.37012	-0.3224
259.6	1.19065	-0.34495
259.7	1.36098	0.47824
259.8	-0.177771	0.24403
259.9	-0.117398	-0.28058
260	-0.464636	-0.27627
260.1	-1.47271	0.02177
260.2	-1.727	0.04419
260.3	-0.40909	0.4825
260.4	-1.95092	-0.1996
260.5	-2.37223	0.12999
260.6	-2.57235	-0.10331
260.7	-1.43328	0.49919
260.8	-2.44057	-0.33292
260.9	-3.03588	-0.08824
261	-3.09993	-6e-05
261.1	-2.92419	0.34305
261.2	-3.15735	-0.07834
261.3	-3.14368	-0.33127
261.4	-3.1604	-0.32432
261.5	-3.05653	0.0893
261.6	-3.15715	-0.37178
261.7	-3.18537	-0.4366
261.8	-2.8582	0.24181
261.9	-2.59534	0.17153
262	-3.04517	-0.46541
262.1	-1.98199	0.05527
262.2	-2.76729	-0.45616
262.3	-2.59648	0.41499
262.4	-1.15517	0.06642
262.5	-1.55669	-0.32971
262.6	-0.68892	0.13907
262.7	-1.35806	-0.40034
262.8	-0.669929	0.29535
262.9	0.330653	-0.13475
263	-0.860072	0.42541
263.1	0.151541	0.32133
263.2	-0.707675	0.48571
263.3	1.62583	0.05357
263.4	1.81141	-0.113
263.5	2.09226	-0.09966
263.6	1.54022	0.35265
263.7	2.54221	0.09559
263.8	2.38293	-0.26072
263.9	2.67689	-0.22454
264	2.98454	-0.03332
264.1	2.97548	-0.21225
264.2	3.12124	0.12672
264.3	2.51729	-0.47928
264.4	3.15276	-0.15542
264.5	3.17538	-0.27186
264.6	3.06251	-0.09074
264.7	3.13724	-0.42737
264.8	2.81953	-0.04243
264.9	2.91298	-0.21941
265	3.13744	-0.44463
265.1	2.93537	0.40449
265.2	2.22188	0.21402
265.3	2.37167	0.33542
265.4	1.82492	-0.18609
265.5	1.68982	-0.22002
265.6	0.917148	0.07045
265.7	1.02292	-0.19604
265.8	1.09259	0.34312
265.9	1.41825	0.44961
266	-0.344621	0.0169
266.1	-0.627235	-0.04059
266.2	0.409618	-0.37797
266.3	-1.14263	-0.10661
266.4	-1.41607	-0.11293
266.5	0.286877	-0.48408
266.6	-0.730768	-0.40055
266.7	-1.30542	0.39552
266.8	-2.41428	0.12363
266.9	-2.69421	0.00952
267	-2.81301	-0.06201
267.1	-2.44281	0.35665
267.2	-2.85431	0.25497
267.3	-2.73034	-0.37382
267.4	-2.77178	0.40147
267.5	-3.1805	0.15218
267.6	-3.15595	-0.28664
267.7	-3.10843	0.07652
267.8	-2.97775	0.02177
267.9	-3.18253	-0.4367
268	-3.13281	0.38761
268.1	-2.64957	0.12203
268.2	-2.80062	0.29467
268.3	-2.33523	-0.2052
268.4	-2.84145	0.40932
268.5	-2.98478	0.48924
268.6	-1.51177	-0.1814
268.7	-1.57845	0.24573
268.8	-2.21984	-0.46968
268.9	-0.950032	-0.27133
269	-0.550207	0.21696
269.1	0.226877	-0.01511
269.2	-0.519489	0.3367
269.3	0.824903	-0.06762
269.4	1.09449	-0.08861
269.5	0.955678	0.24007
269.6	1.68	-0.06595
269.7	1.74524	-0.18499
269.8	2.15036	-0.08913
269.9	0.924428	-0.46878
270	0.98765	-0.49811
270.1	2.47431	0.26547
270.2	2.55028	0.3015
270.3	3.04132	-0.01994
270.4	3.01305	-0.17818
270.5	3.16066	-0.07232
270.6	3.15761	0.07806
270.7	3.16723	0.01358
270.8	2.76906	-0.49541
270.9	3.15029	0.26158
271	2.91039	0.08257
271.1	3.17179	-0.42897
271.2	3.15887	0.46221
271.3	2.58853	0.20491
271.4	3.13025	-0.47873
271.5	2.8498	0.43019
271.6	1.77343	0.14095
271.7	1.55331	0.15922
271.8	1.60869	0.28038
271.9	1.4734	0.31157
272	0.981591	-0.208
272.1	0.623007	0.24796
272.2	1.02428	-0.33741
272.3	0.896267	0.42062
272.4	1.05548	-0.43013
272.5	-0.79575	-0.15468
272.6	-1.33469	0.02469
272.7	-1.53178	-0.09728
272.8	-0.955355	-0.32791
272.9	-1.69751	-0.23863
273	-2.32818	0.05672
273.1	-0.830925	-0.47488
273.2	-2.43586	-0.23395
273.3	-2.35485	-0.32605
273.4	-1.88377	-0.4555
273.5	-3.09755	-0.0155
273.6	-3.12332	-0.0821
273.7	-3.03829	-0.31811
273.8	-2.9809	0.3751
273.9	-3.15759	0.10981
274	-3.08194	-0.14445
274.1	-2.97621	-0.05379
274.2	-3.16737	-0.42519
274.3	-3.0058	-0.30387
274.4	-2.5514	0.1025
274.5	-2.28905	-0.02594
274.6	-2.33559	-0.23636
274.7	-1.86563	0.07483
274.8	-2.0169	-0.28215
274.9	-1.32766	-0.11998
275	-1.08155	-0.15112
275.1	-1.4382	-0.32913
275.2	-2.35377	0.49768
275.3	-0.365523	0.18771
275.4	-0.957813	0.36609
275.5	0.614726	0.03124
275.6	-0.148305	-0.3677
275.7	0.0992726	-0.37695
275.8	-0.134676	-0.4561
275.9	1.57694	0.16809
276	2.02727	-0.03021
276.1	0.906943	0.42049
276.2	2.44683	0.07772
276.3	2.27877	-0.26501
276.4	2.13413	-0.35547
276.5	2.96556	0.04727
276.6	2.96908	0.18429
276.7	2.33515	-0.4493
276.8	2.79758	-0.37162
276.9	3.16705	-0.19223
277	3.13307	-0.04872
277.1	3.10214	-0.01846
277.2	3.11738	-0.39438
277.3	3.17934	0.38294
277.4	3.12532	-0.46565
277.5	3.14794	0.43613
277.6	2.74788	0.30644
277.7	2.20082	-0.06783
277.8	1.87505	0.01568
277.9	2.56696	-0.35012
278	1.33251	0.04235
278.1	1.57892	-0.2262
278.2	1.65262	-0.30603
278.3	0.948883	0.27165
278.4	0.296254	-0.11927
278.5	0.298372	-0.21184
278.6	-0.42974	-0.07832
278.7	1.57774	-0.49892
278.8	-0.268168	0.33825
278.9	-0.443259	0.36136
279	-0.111901	-0.41072
279.1	-1.86693	0.12557
279.2	-2.07021	-0.12396
279.3	-2.18133	-0.18896
279.4	-2.23455	-0.24524
279.5	-1.95574	0.38765
279.6	-2.81151	-0.15558
279.7	-2.21592	-0.41112
279.8	-2.79656	0.31102
279.9	-3.15993	-0.09127
280	-3.13814	0.17202
280.1	-3.16992	-0.00926
280.2	-3.11974	0.33694
280.3	-3.18591	-0.32282
280.4	-3.13526	0.30977
280.5	-2.90869	0.14968
280.6	-2.92578	0.25904
280.7	-2.96852	-0.35397
280.8	-2.74231	0.29718
280.9	-1.99163	0.00481
281	-2.60079	0.35563
281.1	-2.42249	-0.38927
281.2	-1.44266	-0.20745
281.3	-0.871023	0.01777
281.4	-0.636506	-0.11923
281.5	-1.72482	0.40113
281.6	-1.46381	0.40536
281.7	0.388593	-0.0492
281.8	0.514024	0.13979
281.9	-0.0481837	-0.36034
282	1.20216	0.10847
282.1	1.39744	0.15544
282.2	1.31312	-0.26902
282.3	1.1564	0.34737
282.4	1.23203	0.38226
282.5	1.81435	0.33497
282.6	2.68469	-0.05352
282.7	2.87721	0.01856
282.8	2.76177	0.25194
282.9	3.00828	0.19456
283	3.12502	0.04794
283.1	3.16813	0.16772
283.2	3.14634	0.25653
283.3	2.78589	-0.46957
283.4	3.04987	0.0178
283.5	3.08893	0.22326
