Time	X	dW
0.1	1	0.40448
0.2	1.88649	-0.42732
0.3	2.74034	0.07772
0.4	2.42083	-0.02855
0.5	3.05806	-0.13342
0.6	2.73898	0.34651
0.7	3.30943	0.27262
0.8	2.86822	-0.40502
0.9	3.33923	-0.47256
1	2.93673	-0.39758
1.1	3.31849	-0.25802
1.2	2.85613	-0.10777
1.3	3.08191	0.35812
1.4	2.54384	0.39058
1.5	2.73819	0.3531
1.6	2.46008	-0.41804
1.7	2.49724	-0.30243
1.8	1.90552	0.01339
1.9	1.70059	0.47852
2	1.53392	-0.25095
2.1	1.14991	0.34617
2.2	0.716539	0.33552
2.3	0.504654	0.36468
2.4	0.42028	-0.32348
2.5	-0.16652	0.42606
2.6	-0.202762	-0.32846
2.7	-0.805577	0.44736
2.8	-0.941786	0.05871
2.9	-1.39194	0.40199
3	-1.51876	0.25075
3.1	-1.8413	-0.14857
3.2	-1.98023	-0.05566
3.3	-2.39913	0.29374
3.4	-2.3968	-0.48117
3.5	-2.78151	0.07369
3.6	-2.75108	-0.42231
3.7	-3.06489	-0.30036
3.8	-2.97543	-0.38936
3.9	-3.23964	-0.05472
4	-3.01931	0.32339
4.1	-3.27676	-0.0467
4.2	-3.01339	0.19955
4.3	-3.19553	0.16334
4.4	-2.90157	0.4469
4.5	-3.02353	0.42944
4.6	-2.67679	0.43298
4.7	-2.55181	-0.42143
4.8	-2.21931	-0.0935
4.9	-2.22597	0.18135
5	-1.70278	-0.34485
5.1	-1.54352	-0.449
5.2	-1.42168	0.4822
5.3	-1.08945	0.13189
5.4	-0.628424	-0.15246
5.5	-0.347088	-0.28737
5.6	-0.0790837	0.08394
5.7	0.305403	-0.42947
5.8	0.52728	0.1403
5.9	0.770516	0.48691
6	1.14637	-0.01923
6.1	1.44882	0.35345
6.2	1.68705	0.15113
6.3	2.04295	-0.08586
6.4	2.11542	-0.42391
6.5	2.49462	-0.18521
6.6	2.52865	-0.21822
6.7	2.81476	-0.46012
6.8	2.84332	-0.03601
6.9	3.10637	-0.17172
7	3.04075	0.19389
7.1	3.21809	-0.47781
7.2	3.06204	-0.34699
7.3	3.24999	-0.37418
7.4	2.9981	0.14955
7.5	3.05395	0.34854
7.6	2.76137	0.3911
7.7	2.85107	-0.05647
7.8	2.4297	0.34708
7.9	2.57648	-0.30838
8	2.14797	-0.10645
8.1	2.0889	-0.22268
8.2	1.46208	0.45416
8.3	1.26479	0.48567
8.4	0.945355	0.29954
8.5	0.727626	0.23897
8.6	0.454227	0.02284
8.7	0.0512246	0.396
8.8	-0.164994	0.03204
8.9	-0.398489	-0.15995
9	-0.796233	0.11473
9.1	-1.02915	-0.19272
9.2	-1.39034	0.41015
9.3	-1.65931	-0.10877
9.4	-1.86332	-0.06313
9.5	-2.21696	0.37671
9.6	-2.29359	0.49133
9.7	-2.62133	0.42154
9.8	-2.65873	0.3128
9.9	-2.93842	-0.37275
10	-2.9354	0.00406
10.1	-3.15601	-0.42177
10.2	-3.0883	-0.36933
10.3	-3.24124	0.23934
10.4	-3.08038	0.053
10.5	-3.18088	-0.41831
10.6	-2.96503	-0.26756
10.7	-2.99052	-0.27825
10.8	-2.76931	0.21291
10.9	-2.66981	-0.41622
11	-2.41982	0.10738
11.1	-2.36378	0.21498
11.2	-2.01226	0.17753
11.3	-1.77728	-0.10126
11.4	-1.56751	0.32301
11.5	-1.34806	0.30131
11.6	-0.82863	-0.18013
11.7	-0.558634	-0.4999
11.8	-0.215396	-0.40244
11.9	-0.143145	0.4404
12	0.303621	0.2068
12.1	0.638088	0.18347
12.2	0.940943	0.14782
12.3	1.30192	-0.03635
12.4	1.44901	0.44731
12.5	1.84955	0.17964
12.6	2.04079	0.05158
12.7	2.31505	-0.30222
12.8	2.44684	-0.12746
12.9	2.70903	-0.27944
13	2.80996	0.45643
13.1	3.02939	-0.04019
13.2	3.0037	0.00164
13.3	3.19584	-0.00623
13.4	3.08444	-0.20454
13.5	3.22567	0.32128
13.6	3.06483	0.40024
13.7	3.12101	0.16629
13.8	2.99386	-0.47124
13.9	3.0259	-0.42652
14	2.58979	0.30079
14.1	2.76904	-0.47417
14.2	2.46559	-0.44134
14.3	2.29694	-0.32238
14.4	1.6831	0.47574
14.5	1.52135	0.26675
14.6	1.41069	-0.26278
14.7	0.920947	0.30468
14.8	0.562444	0.37517
14.9	0.686578	-0.43563
15	-0.002387	0.16612
15.1	-0.0917509	-0.29006
15.2	-0.492286	-0.1663
15.3	-0.717856	-0.33916
15.4	-0.919937	-0.47887
15.5	-1.44847	-0.13916
15.6	-1.70251	0.45471
15.7	-2.04252	0.11085
15.8	-2.18479	-0.09799
15.9	-2.47938	-0.11101
16	-2.57906	0.17227
16.1	-2.82095	0.35837
16.2	-2.82703	0.41117
16.3	-3.08822	-0.27329
16.4	-3.05984	-0.09485
16.5	-3.21326	0.13763
16.6	-3.11295	-0.14154
16.7	-3.21873	0.32031
16.8	-3.05196	0.30897
16.9	-3.0705	-0.01812
17	-2.8472	0.03647
17.1	-2.85897	0.22871
17.2	-2.59491	0.24422
17.3	-2.41693	-0.46011
17.4	-2.09303	-0.29418
17.5	-1.93661	-0.42119
17.6	-1.59262	-0.27654
17.7	-1.38966	-0.15373
17.8	-1.06355	-0.0393
17.9	-0.795025	-0.43042
18	-0.471255	-0.4954
18.1	-0.161451	-0.35321
18.2	0.166096	-0.2952
18.3	0.480102	-0.11242
18.4	0.58805	0.43868
18.5	1.09209	-0.21303
18.6	1.20085	0.46617
18.7	1.60337	-0.42214
18.8	1.86524	0.21484
18.9	2.09413	-0.44032
19	2.33447	-0.04142
19.1	2.61922	0.16839
19.2	2.6847	-0.10938
19.3	2.85564	-0.41962
19.4	2.88278	-0.38076
19.5	3.14291	-0.02212
19.6	3.10215	0.17971
19.7	3.21939	-0.18578
19.8	3.10359	-0.09575
19.9	3.21104	-0.4616
20	2.9968	-0.05242
20.1	3.05957	-0.29234
20.2	2.72231	0.30152
20.3	2.64169	0.40172
20.4	2.51891	-0.25558
20.5	2.49836	-0.396
20.6	2.20857	-0.40338
20.7	2.00794	-0.34748
20.8	1.57746	-0.20885
20.9	1.14009	0.31039
21	0.832311	0.12823
21.1	0.672344	-0.11591
21.2	0.205418	0.21323
21.3	0.041944	-0.14197
21.4	-0.211505	-0.25343
21.5	-0.685951	0.49997
21.6	-0.902211	-0.15307
21.7	-1.31509	0.23398
21.8	-1.41295	-0.30635
21.9	-1.85323	0.27947
22	-1.94619	-0.3358
22.1	-2.15844	-0.49147
22.2	-2.39764	0.44752
22.3	-2.73183	0.06042
22.4	-2.74171	-0.47125
22.5	-3.01193	0.10841
22.6	-3.01994	-0.061
22.7	-3.18151	-0.11519
22.8	-3.12391	-0.35136
22.9	-3.21899	0.25328
23	-3.08474	-0.08189
23.1	-3.12328	-0.30671
23.2	-2.92779	-0.08756
23.3	-2.97517	0.32105
23.4	-2.65382	-0.29911
23.5	-2.61613	0.16194
23.6	-2.27799	-0.04176
23.7	-2.177	0.12537
23.8	-1.78917	-0.23766
23.9	-1.87591	0.45607
24	-1.25271	-0.30466
24.1	-0.999554	-0.16633
24.2	-0.718194	-0.48013
24.3	-0.73271	0.49978
24.4	-0.169258	0.24064
24.5	0.25862	-0.12461
24.6	0.321206	0.4427
24.7	0.841352	0.14347
24.8	1.09775	-0.3641
24.9	1.2503	0.49988
25	1.70626	0.07105
25.1	1.95413	-0.3129
25.2	2.19645	0.09529
25.3	2.46455	0.21321
25.4	2.5429	-0.23934
25.5	2.83696	0.19922
25.6	2.89081	0.03692
25.7	3.08346	0.03252
25.8	3.05951	-0.05641
25.9	3.15906	-0.44225
26	3.1139	-0.20548
26.1	3.19457	0.11078
26.2	3.04502	0.19279
26.3	3.10601	-0.23276
26.4	2.96454	-0.40077
26.5	2.7829	0.134
26.6	2.55839	-0.01667
26.7	2.6816	-0.45048
26.8	2.32131	-0.32273
26.9	1.93048	0.12933
27	1.68491	-0.06973
27.1	1.38442	0.11675
27.2	1.33828	-0.33776
27.3	0.782149	0.11609
27.4	0.43882	0.14234
27.5	0.28138	-0.15526
27.6	0.216015	-0.43522
27.7	-0.493845	0.19862
27.8	-0.737196	-0.04951
27.9	-1.06549	0.39558
28	-1.07519	-0.4334
28.1	-1.36927	-0.46838
28.2	-1.88307	0.05269
28.3	-2.17496	0.00763
28.4	-2.33714	0.07797
28.5	-2.56956	0.28512
28.6	-2.69653	0.09987
28.7	-2.88417	-0.3263
28.8	-2.96291	-0.11197
28.9	-3.1121	-0.35313
29	-3.09846	0.0213
29.1	-3.20693	0.27595
29.2	-3.12075	-0.20444
29.3	-3.16421	-0.1587
29.4	-3.0566	0.41694
29.5	-3.02423	-0.48595
29.6	-2.78497	-0.34005
29.7	-2.83774	0.40426
29.8	-2.41926	-0.11343
29.9	-2.32938	-0.45641
30	-1.9734	-0.156
30.1	-1.92459	0.25784
30.2	-1.45856	-0.08289
30.3	-1.26275	0.0738
30.4	-1.23698	0.47045
30.5	-0.651289	-0.37957
30.6	-0.534306	0.3884
30.7	-0.147359	0.30473
30.8	0.341611	-0.20094
30.9	0.608673	0.15435
31	0.95453	-0.09975
31.1	1.205	-0.32921
31.2	1.39716	0.35587
31.3	1.79408	0.20643
31.4	1.95672	-0.31026
31.5	2.1583	0.49298
31.6	2.44844	-0.12259
31.7	2.61141	-0.3692
31.8	2.78429	-0.10383
31.9	3.00601	0.21458
32	2.95236	-0.34245
32.1	3.17486	0.12315
32.2	3.13113	0.29851
32.3	3.1993	-0.44933
32.4	3.10207	-0.15767
32.5	3.17177	-0.34601
32.6	2.93246	0.22692
32.7	2.93316	-0.10602
32.8	2.67315	0.01984
32.9	2.54186	0.31307
33	2.27997	0.40172
33.1	2.37249	-0.35769
33.2	2.09875	-0.37242
33.3	1.57496	0.32815
33.4	1.38568	-0.14926
33.5	1.01948	0.42063
33.6	0.951825	-0.31363
33.7	0.382683	0.34321
33.8	0.0440328	0.2684
33.9	-0.185476	-0.0844
34	-0.566981	0.24062
34.1	-0.834934	0.38342
34.2	-1.14926	0.24721
34.3	-1.32877	-0.25652
34.4	-1.70055	0.0027
34.5	-1.9385	-0.19135
34.6	-2.13134	0.32975
34.7	-2.44801	0.17834
34.8	-2.5702	0.18035
34.9	-2.79396	0.22844
35	-2.88825	-0.04989
35.1	-3.05629	0.16787
35.2	-3.02143	0.35088
35.3	-3.17087	0.34362
35.4	-3.11575	0.31853
35.5	-3.19908	0.17529
35.6	-3.08815	-0.3857
35.7	-3.10187	0.259
35.8	-2.88434	-0.28973
35.9	-2.87395	0.23984
36	-2.56167	-0.19989
36.1	-2.46663	0.07846
36.2	-2.17317	-0.32023
36.3	-2.04056	-0.43547
36.4	-1.85438	0.32035
36.5	-1.56624	0.23615
36.6	-1.08976	-0.14375
36.7	-0.825928	-0.06817
36.8	-0.501204	-0.01417
36.9	-0.198627	-0.03872
37	0.118572	-0.19924
37.1	0.403573	-0.26855
37.2	0.57631	-0.46284
37.3	0.874299	-0.47044
37.4	1.13148	0.38917
37.5	1.56781	0.24273
37.6	1.66027	-0.47125
37.7	2.13611	-0.13964
37.8	2.27693	-0.21762
37.9	2.4892	0.40663
38	2.64329	0.39564
38.1	2.86675	0.38617
38.2	2.92918	-0.17469
38.3	3.09555	-0.20071
38.4	3.11214	0.25119
38.5	3.206	-0.06689
38.6	3.13819	0.41485
38.7	3.16827	0.38465
38.8	3.01436	0.27586
38.9	3.09331	-0.36311
39	2.76947	0.17964
39.1	2.84013	-0.3112
39.2	2.42673	0.09739
39.3	2.62569	-0.46215
39.4	1.97875	0.29196
39.5	1.80603	0.39789
39.6	1.73408	-0.30807
39.7	1.52419	-0.32514
39.8	1.14624	-0.2824
39.9	1.15606	-0.48195
40	0.567283	-0.31014
40.1	-0.0153469	0.29853
40.2	-0.14636	-0.24593
40.3	-0.652793	0.0421
40.4	-0.943873	0.03147
40.5	-1.02578	-0.32578
40.6	-1.51912	0.13177
40.7	-1.79435	-0.08028
40.8	-1.71758	-0.47767
40.9	-2.21869	-0.25568
41	-2.32231	-0.38094
41.1	-2.69026	-0.12143
41.2	-2.78151	0.14278
41.3	-2.99038	0.0562
41.4	-2.98477	0.25779
41.5	-3.12169	-0.43269
41.6	-3.12583	-0.37265
41.7	-3.20607	0.06936
41.8	-3.1239	-0.34995
41.9	-3.14399	0.21682
42	-2.98852	0.21094
42.1	-3.04618	0.43835
42.2	-2.68475	-0.11827
42.3	-2.61629	0.116
42.4	-2.43071	-0.48667
42.5	-2.16737	-0.29034
42.6	-1.84224	-0.06385
42.7	-1.66284	0.0683
42.8	-1.30331	-0.05391
42.9	-1.23809	0.27836
43	-0.758091	-0.3042
43.1	-0.535016	0.19153
43.2	-0.15201	-0.30443
43.3	0.217171	-0.06834
43.4	0.320929	-0.46964
43.5	0.702051	-0.38726
43.6	0.939394	0.3377
43.7	1.31158	-0.35403
43.8	1.6851	0.02759
43.9	1.97398	0.08816
44	2.08387	-0.28456
44.1	2.36297	-0.26573
44.2	2.50928	-0.2488
44.3	2.72079	0.40767
44.4	2.86477	0.3124
44.5	3.05757	-0.0265
44.6	3.05991	0.39048
44.7	3.19049	0.03006
44.8	3.13506	0.08149
44.9	3.19419	0.32291
45	3.08437	-0.14893
45.1	3.06688	0.32102
45.2	2.87752	0.05532
45.3	3.04067	-0.48857
45.4	2.5801	0.31783
45.5	2.45212	0.00836
45.6	2.45455	-0.38525
45.7	2.25165	-0.33657
45.8	1.98458	-0.35385
45.9	1.54473	-0.13889
46	1.13544	0.35842
46.1	1.36849	-0.45756
46.2	0.50648	0.27256
46.3	0.508471	-0.30749
46.4	-0.0728439	-0.05489
46.5	-0.413763	0.26646
46.6	-0.645419	0.38334
46.7	-1.0235	-0.04335
46.8	-1.26526	0.30583
46.9	-1.57537	0.2888
47	-1.80412	-0.1509
47.1	-2.13566	0.13168
47.2	-2.31978	0.05332
47.3	-2.54799	-0.14002
47.4	-2.53203	-0.4339
47.5	-2.86873	-0.22423
47.6	-2.9564	-0.124
47.7	-3.05095	-0.41322
47.8	-3.07372	-0.44872
47.9	-3.20109	0.08717
48	-3.1387	-0.2676
48.1	-3.17713	-0.31981
48.2	-3.03356	-0.20765
48.3	-3.0531	-0.42484
48.4	-2.97436	0.47482
48.5	-2.81623	-0.47449
48.6	-2.58976	-0.47439
48.7	-2.64555	0.48726
48.8	-2.13269	-0.41827
48.9	-2.15394	0.41961
49	-1.55947	0.1034
49.1	-1.26686	-0.19976
49.2	-1.11594	0.26114
49.3	-0.778421	-0.3901
49.4	-0.363463	-0.26502
49.5	-0.0721089	-0.27542
49.6	-0.0275436	0.39089
49.7	0.443205	-0.40186
49.8	0.587101	0.41472
49.9	1.09625	-0.34238
50	1.37668	-0.31426
50.1	1.79668	-0.01193
50.2	2.00645	0.09266
50.3	2.18046	-0.2909
50.4	2.34288	0.36455
50.5	2.6388	0.28351
50.6	2.61947	-0.40735
50.7	2.98546	0.05816
50.8	2.9566	-0.27326
50.9	3.01725	-0.49396
51	3.12976	0.05628
51.1	3.20306	-0.12043
51.2	3.11092	-0.04495
51.3	3.19084	-0.43985
51.4	3.05479	-0.34784
51.5	2.90173	0.1581
51.6	2.76395	-0.16225
51.7	2.60989	-0.04774
51.8	2.3759	-0.09061
51.9	2.17754	0.34104
52	2.13236	-0.3211
52.1	1.64707	0.29736
52.2	1.62374	-0.31469
52.3	1.17689	0.4487
52.4	1.33264	-0.4791
52.5	0.422725	0.17138
52.6	0.152926	-0.05562
52.7	-0.101982	0.38275
52.8	-0.508756	0.20609
52.9	-0.834819	0.1422
53	-0.921323	0.45535
53.1	-1.41972	0.16125
53.2	-1.64416	0.2142
53.3	-1.95983	0.12911
53.4	-1.91304	0.49706
53.5	-2.31428	-0.27954
53.6	-2.37557	-0.41778
53.7	-2.67163	0.37963
53.8	-2.87899	-0.05271
53.9	-3.00754	0.25487
54	-3.05863	0.11301
54.1	-3.17399	0.16618
54.2	-3.12752	0.21842
54.3	-3.1994	0.31636
54.4	-3.08735	-0.20076
54.5	-3.16996	0.479
54.6	-2.90202	-0.17947
54.7	-3.00549	0.43477
54.8	-2.61006	-0.21817
54.9	-2.58996	0.26031
55	-2.19116	-0.03667
55.1	-2.0959	0.17448
55.2	-1.69887	-0.14062
55.3	-1.53275	0.12332
55.4	-1.38449	-0.48464
55.5	-1.03048	-0.39912
55.6	-1.05825	0.46821
55.7	-0.726229	0.44625
55.8	0.0508898	-0.20723
55.9	0.398608	-0.04338
56	0.581128	0.21932
56.1	0.936099	-0.26111
56.2	1.28805	0.04958
56.3	1.59251	0.065
56.4	1.78046	0.19961
56.5	2.12159	0.02763
56.6	2.27326	0.19749
56.7	2.53917	0.16325
56.8	2.6819	0.13648
56.9	2.8807	0.1766
57	2.90291	-0.21035
57.1	3.10944	0.09339
57.2	3.09913	0.33745
57.3	3.18612	-0.21178
57.4	3.14396	0.31208
57.5	3.18735	0.43396
57.6	3.09488	-0.32755
57.7	2.99454	0.05632
57.8	2.83784	-0.08953
57.9	2.78606	-0.16383
58	2.49792	0.31338
58.1	2.41849	0.44124
58.2	2.41227	-0.40918
58.3	1.83675	0.01924
58.4	1.52702	0.02227
58.5	1.2575	0.09531
58.6	1.50629	-0.44384
58.7	0.649136	0.15848
58.8	0.467944	0.4103
58.9	0.170656	-0.16987
59	-0.235252	-0.08186
59.1	-0.547298	-0.09196
59.2	-0.605969	-0.31608
59.3	-1.17666	-0.08145
59.4	-1.48299	0.03784
59.5	-1.77051	-0.02823
59.6	-1.95505	0.2205
59.7	-2.26617	0.10377
59.8	-2.44012	-0.00445
59.9	-2.67455	-0.01225
60	-2.78215	0.03559
60.1	-2.92934	-0.2454
60.2	-2.99952	-0.22704
60.3	-3.1113	-0.33531
60.4	-3.07958	0.37237
60.5	-3.19967	0.17082
60.6	-3.1167	-0.08814
60.7	-3.15075	0.2188
60.8	-2.99132	0.11113
60.9	-2.95064	-0.27264
61	-2.95023	0.47366
61.1	-2.61298	-0.19941
61.2	-2.3641	0.04002
61.3	-2.32895	-0.41922
61.4	-1.96603	-0.31727
61.5	-1.91712	-0.48154
61.6	-1.36245	0.01582
61.7	-1.64575	0.47821
61.8	-0.803462	-0.23405
61.9	-0.56098	-0.2929
62	-0.613464	0.42399
62.1	0.160983	0.01699
62.2	0.472629	-0.1287
62.3	0.743633	-0.2133
62.4	0.589846	0.47179
62.5	0.974633	0.44512
62.6	1.53617	-0.27353
62.7	1.94315	0.02646
62.8	1.95853	0.3665
62.9	2.39944	0.11924
63	2.37824	-0.3589
63.1	2.78383	0.06027
63.2	2.73761	0.44868
63.3	3.03088	0.20835
63.4	2.97761	-0.33409
63.5	3.15949	-0.18471
63.6	3.13197	0.49275
63.7	3.1975	-0.23728
63.8	3.09285	0.23345
63.9	3.06682	0.05823
64	2.9765	-0.22766
64.1	3.06175	-0.44818
64.2	2.7255	-0.22653
64.3	2.45801	0.11233
64.4	2.20246	0.04474
64.5	2.01019	0.20813
64.6	1.77635	-0.08278
64.7	1.96744	-0.41046
64.8	1.20366	-0.05389
64.9	1.42861	-0.41336
65	0.804427	0.48045
65.1	0.30384	0.27781
65.2	-0.0602474	0.01093
65.3	-0.355374	-0.03296
65.4	-0.0481467	-0.46358
65.5	-0.369973	-0.4666
65.6	-1.10284	-0.23756
65.7	-1.56385	-0.0547
65.8	-1.81263	-0.04008
65.9	-2.03046	-0.17499
66	-2.16148	0.3301
66.1	-2.45748	0.27147
66.2	-2.63272	0.19334
66.3	-2.8476	0.17235
66.4	-2.90683	0.21026
66.5	-3.09773	0.01729
66.6	-3.06539	-0.37625
66.7	-3.19406	-0.18187
66.8	-3.14995	-0.37307
66.9	-3.19179	-0.37464
67	-3.05374	0.11879
67.1	-3.03145	0.13503
67.2	-2.89825	-0.34607
67.3	-2.72385	-0.06507
67.4	-2.49903	0.00755
67.5	-2.37686	-0.2465
67.6	-2.31937	0.33587
67.7	-2.14072	0.3363
67.8	-2.11324	0.49373
67.9	-1.39648	-0.30035
68	-0.973294	-0.07042
68.1	-0.949145	-0.421
68.2	-0.745366	0.3585
68.3	-0.410579	0.34184
68.4	0.155691	0.1728
68.5	0.549044	0.07388
68.6	0.876591	-0.05294
68.7	1.18868	-0.05299
68.8	1.45693	0.01479
68.9	1.56266	-0.33248
69	1.78596	-0.33658
69.1	2.16823	0.2405
69.2	2.41842	-0.05643
69.3	2.60668	0.2387
69.4	2.58226	-0.37392
69.5	2.79598	0.45487
69.6	2.95706	-0.22089
69.7	3.14196	-0.01071
69.8	3.13186	0.22661
69.9	3.20052	0.24418
70	3.1301	-0.38629
70.1	3.12319	0.07616
70.2	3.11629	-0.46627
70.3	2.99693	-0.19789
70.4	2.78047	0.33453
70.5	2.62435	-0.02609
70.6	2.38394	-0.03482
70.7	2.43418	-0.29174
70.8	1.89373	0.06609
70.9	1.80552	-0.15616
71	1.35322	0.10711
71.1	1.1682	-0.08094
71.2	1.12563	-0.29957
71.3	0.514974	0.23944
71.4	0.475314	0.48654
71.5	0.399866	-0.39623
71.6	-0.429284	-0.05743
71.7	-0.258204	-0.39738
71.8	-0.865442	0.38814
71.9	-0.67829	-0.49322
72	-1.555	-0.15674
72.1	-1.65152	-0.32944
72.2	-1.92712	-0.31188
72.3	-2.26419	-0.25905
72.4	-2.29587	0.43939
72.5	-2.76844	-0.00858
72.6	-2.8525	0.09753
72.7	-3.0055	-0.19946
72.8	-2.89059	0.47485
72.9	-3.09592	0.39119
73	-3.14309	-0.1074
73.1	-3.19122	0.09878
73.2	-3.10658	0.18542
73.3	-3.13069	0.27097
73.4	-2.9162	-0.04343
73.5	-2.86517	-0.22377
73.6	-2.8504	0.38869
73.7	-2.65505	0.2819
73.8	-2.23492	-0.14179
73.9	-2.46879	0.44108
74	-1.84674	0.16487
74.1	-2.07459	0.46985
74.2	-1.38956	0.24015
74.3	-0.972429	0.0998
74.4	-0.600866	-0.14309
74.5	-0.445047	0.20284
74.6	-0.352936	0.3528
74.7	0.19478	0.21103
74.8	0.534855	0.19491
74.9	0.974192	-0.01361
75	0.878739	-0.44226
75.1	1.55925	0.00754
75.2	1.77379	0.12243
75.3	2.02862	-0.16854
75.4	2.20253	-0.1984
75.5	2.39401	0.30951
75.6	2.64571	0.16696
75.7	2.79033	-0.21936
75.8	2.92711	-0.08371
75.9	2.97362	0.44308
76	3.05237	0.41806
76.1	3.18333	0.31118
76.2	3.13182	-0.2773
76.3	3.16604	0.00306
76.4	3.09059	-0.22604
76.5	3.01755	-0.02433
76.6	2.83163	0.13754
76.7	2.75184	-0.03877
76.8	2.49923	0.0746
76.9	2.57795	-0.28612
77	2.2892	-0.24969
77.1	1.92558	0.29176
77.2	1.90194	-0.30573
77.3	1.97101	-0.45525
77.4	1.16856	-0.1818
77.5	1.00053	-0.25527
77.6	0.658017	-0.24737
77.7	0.118445	-0.05403
77.8	0.410554	-0.42793
77.9	0.131976	-0.4428
78	-0.115599	-0.47385
78.1	-1.16895	0.11086
78.2	-1.08663	-0.33834
78.3	-1.69236	-0.10424
78.4	-1.96017	0.09271
78.5	-2.22226	0.11563
78.6	-2.23334	0.35031
78.7	-2.47813	-0.316
78.8	-2.73928	0.1423
78.9	-2.9475	0.04153
79	-2.94084	0.26478
79.1	-3.00388	-0.45124
79.2	-3.11042	0.19245
79.3	-3.18483	0.2874
79.4	-3.11478	0.48583
79.5	-3.13227	-0.11556
79.6	-3.01992	0.14844
79.7	-3.00596	0.22354
79.8	-2.81354	0.19093
79.9	-2.68789	-0.27352
80	-2.41776	0.08715
80.1	-2.25725	0.10342
80.2	-2.42245	0.45867
80.3	-1.99311	-0.43796
80.4	-1.44938	-0.22207
80.5	-1.1972	0.10773
80.6	-1.15907	-0.44404
80.7	-0.53305	0.03524
80.8	-0.81574	0.4426
80.9	-0.239371	0.32514
81	0.24559	-0.31744
81.1	0.671231	-0.21353
81.2	0.725312	0.33177
81.3	1.19339	-0.28086
81.4	1.56075	0.1482
81.5	1.87602	-0.11615
81.6	1.92133	0.32083
81.7	2.37535	-0.01909
81.8	2.51025	0.16831
81.9	2.69555	-0.17803
82	2.80105	0.27388
82.1	3.02435	0.02558
82.2	3.05682	-0.03102
82.3	3.16844	-0.01495
82.4	3.14347	0.06111
82.5	3.19348	0.22495
82.6	3.0958	0.06811
82.7	3.15331	-0.29331
82.8	3.05958	-0.34588
82.9	2.84448	0.1485
83	2.83697	-0.31105
83.1	2.62159	-0.19147
83.2	2.2525	-0.00149
83.3	2.08137	-0.04354
83.4	1.885	0.34831
83.5	1.79265	0.44944
83.6	1.41895	0.40129
83.7	0.96343	0.22106
83.8	0.612264	0.16711
83.9	0.337329	-0.03746
84	0.136101	-0.16532
84.1	-0.324725	0.00485
84.2	-0.600516	0.20033
84.3	-0.956971	0.03353
84.4	-1.23132	0.11467
84.5	-1.53935	0.00757
84.6	-1.75868	0.15137
84.7	-2.05815	0.0943
84.8	-2.12331	-0.24791
84.9	-2.50472	-0.03852
85	-2.63161	-0.11983
85.1	-2.53312	0.47908
85.2	-2.75118	-0.40902
85.3	-3.02687	-0.2774
85.4	-3.0262	0.32382
85.5	-3.17146	0.21941
85.6	-3.14079	0.05797
85.7	-3.17445	0.11529
85.8	-3.05719	-0.06364
85.9	-3.13824	-0.44672
86	-2.9227	0.21851
86.1	-2.82508	0.18707
86.2	-2.5248	-0.07626
86.3	-2.40527	0.08728
86.4	-2.15703	-0.22724
86.5	-1.93401	0.07972
86.6	-1.79887	0.23876
86.7	-1.42372	0.12409
86.8	-1.04193	-0.14395
86.9	-1.25377	0.38512
87	-1.16952	0.47739
87.1	-0.761838	0.43539
87.2	-0.160773	-0.415
87.3	0.432243	0.15266
87.4	0.640578	-0.29814
87.5	1.14189	0.00943
87.6	1.11307	-0.36677
87.7	1.6689	-0.14451
87.8	1.91495	0.1253
87.9	2.15079	-0.17076
88	2.34	-0.16171
88.1	2.58727	-0.13968
88.2	2.58397	-0.31245
88.3	2.67589	0.47074
88.4	2.8438	-0.35071
88.5	3.12755	0.147
88.6	3.04096	-0.35525
88.7	3.18936	0.34651
88.8	3.08798	-0.49569
88.9	3.18781	-0.44438
89	3.13344	-0.47774
89.1	2.94009	0.11646
89.2	2.80202	0.27561
89.3	2.67137	0.25156
89.4	2.54722	0.38393
89.5	2.72328	-0.44566
89.6	2.13406	-0.21196
89.7	1.75825	0.23371
89.8	1.75708	0.47008
89.9	1.51541	0.46954
90	1.01662	-0.18362
90.1	0.707885	-0.17099
90.2	0.574896	0.4473
90.3	0.0272104	-0.1428
90.4	-0.241581	-0.18392
90.5	-0.323004	-0.31331
90.6	-1.01108	0.14057
90.7	-1.28415	0.19222
90.8	-1.25975	0.41367
90.9	-1.58268	0.39417
91	-1.7942	-0.33767
91.1	-2.35095	-0.04988
91.2	-2.36525	0.31031
91.3	-2.50296	-0.36404
91.4	-2.77429	0.23031
91.5	-2.81173	-0.41028
91.6	-2.79853	0.49652
91.7	-3.06728	0.37458
91.8	-3.10019	-0.42577
91.9	-3.19109	0.2744
92	-3.1246	0.23014
92.1	-3.094	-0.14539
92.2	-2.94618	0.05299
92.3	-2.90543	-0.24127
92.4	-2.65903	-0.10651
92.5	-2.78654	0.3564
92.6	-2.27105	0.00426
92.7	-2.27936	0.25387
92.8	-2.04194	-0.38733
92.9	-2.02391	0.38455
93	-1.87665	0.44541
93.1	-0.969658	0.01023
93.2	-0.891109	-0.35053
93.3	-0.404774	0.10837
93.4	-0.472928	0.35043
93.5	0.291504	0.02386
93.6	0.458405	0.19857
93.7	0.906533	0.06049
93.8	0.695608	0.40158
93.9	1.50741	-0.06632
94	1.62435	-0.24247
94.1	1.65862	-0.40246
94.2	1.7784	-0.45484
94.3	2.31231	-0.28735
94.4	2.56196	-0.19032
94.5	2.83874	0.08313
94.6	2.65599	0.48116
